Company or Institution Name,Compensation - Overtime Pay,[Optional] Briefly describe your position,Timestamp,Compensation - Most recent annual yearly raise (%),Compensation - Retirement Benefits (free text),Compensation - Healthcare Benefits (free text),Company Detail - Approximate Company Size,Company Details - public/private/start-up/ subsidiary of ,Compensation - Annual Base Salary/Pay,Compensation - Sign on Bonus Value,What country do you work in?,Where is the closest major city or hub?,List other relevant and recognized certifications,[Optional] Company Review,Compensation - Annual Target Bonus ($),Biotech sub industry?,Role / Title of current position,Years of Experience,What degrees do you have?,What degrees do you have? ,Compensation - Stock Options,Survey Feedback,Compensation - Annual Equity/Stock Option,Compensation - Annual Equity,Compensation - Retirement Percent Match (free text),Highest achieved Formal Education,[OPTIONAL] Sign on - Relocation Assistance Total Value,Where are you located?,Compensation - Sign on Stock/Equity Options,"[Optional] Work Life Balance - On average, how many hours do you work per week",Year,Hub Mapped,Hub Count,Hub Rank
Prefer not to say,N/A (no overtime/salaried),Regulatory Strategy,2024-07-12,3,401k match,,50-200,Public,300000.0,0,,,Pmp,,60000,Regulatory Affairs,Executive Director,25,"High School or Equivalent, Bachelors or Equivalent, Masters or Equivalent","","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),,2024-07-12,Have not been long enough to have an annual yearly raise,N/A,,1-50,Private,55000.0,0,,,None,,Not Applicable/None,Industrial Biotech,Quality Control Supervisor,3,Bachelors or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),,2024-07-16,Have not been long enough to have an annual yearly raise,0,Health Care,1-50,Private,57000.0,0,,,None,,Not Applicable/None,Contract Manufacturing Organization,Project Manager,2,"High School or Equivalent, Bachelors or Equivalent","","","","","","","","","","","",2024,,1410,705.5
Astellas,N/A (no overtime/salaried),,2024-07-16,3.5,6,,5000+,Private,168000.0,5000,,,None,,28000,Big Pharmaceuticals,sr manager,7,PharmD or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Bristol Myers Squibb,N/A (no overtime/salaried),Associate Director marketing ,2024-07-17,3,6% match,,5000+,Public,187500.0,0,,,None,"Poor, lots of layoffs and reorganization happening company wide",37200,Big Pharmaceuticals,Associate Director Marketing,8,"PhD or Equivalent, PharmD or Equivalent","","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),,2024-07-17,Have not been long enough to have an annual yearly raise,4% 401k,average benefit,50-200,Public,180000.0,0,,,None,,20%,Cosmetics,Associate Director,9,Masters or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),Manage 3 junior scientists. Lead preclinical drug discovery program,2024-07-17,4.5,Double match of 3% 401K,,5000+,Public,158000.0,0,,,None,,28000,Big Pharmaceuticals,Principal Scientist,10,PhD or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Johnson & Johnson,N/A (no overtime/salaried),Process Engineering,2024-07-17,Have not been long enough to have an annual yearly raise,"410k match, 5% pension, decent benefits, nothing extraordinary",,5000+,Public,210000.0,0,,,None,,25%,Big Pharmaceuticals,Director of Engineering,18,Bachelors or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,1.5x,,2024-07-18,3%,401K match,,5000+,Public,83000.0,0,,,None,,5%,Big Pharmaceuticals, Market Research Project Coordinator,15,High School or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,1.5x,,2024-07-18,Have not been long enough to have an annual yearly raise,Not sure,,5000+,Private,58240.0,0,,,None,,Not Applicable/None,Medical/Health Devices,Manufacturing Lab Technician,3,Bachelors or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Howard Hughes Medical Institute,N/A (no overtime/salaried),"Research Technician: perform NGS DNA extractions, library preps, and target capture enrichments with ancient human DNA",2024-07-18,1 year ago,401k,,1-50,Private,62000.0,0,,,None,"I'm paid by HHMI but work at Harvard Medical School. The benefits are really good, 5 weeks PTO, no set start time as long as you work your 8 hours for the day (lab specific). Could definitely be paid more especially being in the Boston area. ",Not Applicable/None,Academia/Research/Institution,Research Technician II,4,Masters or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),"Sr Specialist - Medical Affairs, Medical Operations",2024-07-19,3,6% match ,,5000+,Public,133890.0,0,,,None,,"10,700",Medical/Health Devices,Sr. Specialist ,8,"Bachelors or Equivalent, Masters or Equivalent","","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),PD Scientist - mRNA/LNP,2024-07-19,Have not been long enough to have an annual yearly raise,8% match on 6% contribution for 401k,,5000+,Public,120000.0,0,,,None,,12000,Big Pharmaceuticals,Scientist I,2,PhD or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),,2024-07-19,5%,RRSP contribution,Medical and dental,1-50,Private,121000.0,0,,,None,Amazing,19000,Big Pharmaceuticals,Marketing,2,Masters or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),,2024-07-19,3,401k match 6%,,5000+,Private,295000.0,10000,,,None,,73000,Big Pharmaceuticals,Medical Director,5,MD or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Amgen Holly Springs,1.5. holidays are 2x,Maintenance Engineer/ Metrology,2024-07-19,Have not been long enough to have an annual yearly raise,10% match,aetna about $48 a month,5000+,Public,93000.0,0,,,None,A,Not Applicable/None,Big Pharmaceuticals,Maintenance Engineer/Metrology,5,Bachelors or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),In Vivo Pharmacology Scientist,2024-07-20,Have not been long enough to have an annual yearly raise,401k,,1-50,Private,160000.0,0,,,None,,Not Applicable/None,Industrial Biotech,Scientist ,11,Bachelors or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),Scientist; R&D individual contributor. No direct reports,2024-07-20,4,401k,,1-50,Start-up,138000.0,10000,,,None,,13800,Industrial Biotech,Scientist,0,PhD or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Legend Biotech,N/A (no overtime/salaried),QC Analyst for drug product,2024-07-22,8%,"401k match, 4% for 5% contribution",,1000-5000,Public,83000.0,0,,,None,"Not great, not terrible",5%,Big Pharmaceuticals,QC Analyst II,2,Masters or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Takeda,N/A (no overtime/salaried),,2024-07-23,2,"401K match, annual 401K contribution",,5000+,Public,170000.0,0,,,None,,22%,Big Pharmaceuticals,Associate Director Statistics,17,"High School or Equivalent, Masters or Equivalent, PhD or Equivalent","","","","","","","","","","","",2024,,1410,705.5
University of Washington ,N/A (no overtime/salaried),,2024-07-23,Have not been long enough to have an annual yearly raise,"PSLF eligible, 401k",Many options,5000+,Academia/College/Universities,52000.0,0,,,None,,Not Applicable/None,Academia/Research/Institution,Research Scientist,4,"High School or Equivalent, Associate’s Degree or Equivalent, Bachelors or Equivalent, Masters or Equivalent","","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),Oversee strategy and implementation of quality management system for R&D org,2024-07-24,4%,6% 401 Match,,1000-5000,Public,230000.0,40000,,,ASQ CQA; ASQ CSSBB; Prosci Change Management,,50000,Big Pharmaceuticals,Director R&D Quality,15,Bachelors or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),Scientist -Manage cell culture labs and overall expanded program on immunization dealing with polio.,2024-07-24,Have not been long enough to have an annual yearly raise,10% of monthly  salary ,,50-200,Public,2000.0,500,,,None,,Not Applicable/None,Biotech Equipment,Scientist,1,Bachelors or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),Remote position in the US. Developing liquid biopsy essays,2024-07-24,Have not been long enough to have an annual yearly raise,I don't know,,1000-5000,Public,135000.0,10000,,,None,,10000,Liquid Biopsy,Computational Scientist,2,PhD or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
J&J,N/A (no overtime/salaried),,2024-07-25,4%,4%,,5000+,Public,180000.0,0,,,None,,36000,Big Pharmaceuticals,Associate Director,10,PhD or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Fujifilm,N/A (no overtime/salaried),,2024-07-25,3%,9%,,200-1000,Public,97000.0,10000,,,None,,Not Applicable/None,Contract Manufacturing Organization,Scientist II,3,PhD or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Veranova,1.5x base up until 60 hrs per week. 2.0x for any time over 60 hrs per week and any time over 12 hrs per shift. ,"QC Chemist - Perform raw material, in-process and finished product testing on API's at various stages of manufacturing process. ",2024-07-27,4%,4% match,Aetna. Feels like pretty decent coverage. All sorts of initiatives that bring down the monthly cost to be very reasonable. ,50-200,Private,75000.0,0,,,None,"4 Stars - I quite like my job and feel like I'm compensated reasonably, but I'm perma night shift and it's not looking like I'm getting out any time soon. Also intracompany advancement is not looking too great - will probably have to look elsewhere for a promotion. ",3600,Contract Manufacturing Organization,Quality Control Chemist,2,Masters or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),Sr Scientist - project team lead on discovery stage assets for cell therapies for oncology ,2024-07-27,3%,6%,90% premium covered ,50-200,Private,148000.0,0,,,None,"Unstable, rewarding ",23000,Industrial Biotech,Sr Scientist ,7,Masters or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),,2024-07-27,2.50%,401K 5%,,5000+,Private,106000.0,0,,,None,,Not Applicable/None,Contract Research Organization,Staff Scientist I,3,PhD or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Big Pharma,N/A (no overtime/salaried),,2024-07-28,1.50%,Pension,HSA,5000+,Public,225000.0,0,,,"PMP, PROSCI",2,50000,Big Pharmaceuticals,Assoc. Director,12,Masters or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Rules-Based Medicine (IQVIA),N/A (no overtime/salaried),,2024-07-28,Have not been long enough to have an annual yearly raise,Up to 6% 401k match,~$120 per paycheck for $600 deductible plan,50-200,Subsidiary,72000.0,0,,,None,,Not Applicable/None,Contract Research Organization,Scientist,3,Masters or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
GSK,N/A (no overtime/salaried),"Lab Scientist, Upstream Discovery",2024-07-28,3%,"4% match, plus 8%",,1000-5000,Public,120000.0,10000,,,None,,12%,Big Pharmaceuticals,Investigator,5,PhD or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),,2024-07-29,Have not been long enough to have an annual yearly raise,6% match 401k,,1000-5000,Public,140000.0,25000,,,"PMP, Green Belt",,21000,Big Pharmaceuticals,Clinical Supply Manager ,7,"Bachelors or Equivalent, Masters or Equivalent","","","","","","","","","","","",2024,,1410,705.5
Merck,N/A (no overtime/salaried),,2024-07-30,4%,"age 40-49 6% contribution, employer will match 4.5% into 401k and 5.5% into pension",,5000+,Public,150000.0,0,,,PMP,Great bosses in 2 different positions.  Benefits and pay have been competitive but will see if it continues to be competitive when I am promoted to AD,19500,Big Pharmaceuticals,Sr. Specialist (P3),12,Masters or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,1.5x base,Manage health of genetic stock and reserves. Manage day to day operations in a greenhouse facility.,2024-07-30,Company/Institution does not have annual yearly raise,3% 401K Match,ISH? Bluecross BlueShield ,50-200,Private,52000.0,5000,,,OSHA LOL,oof,Not Applicable/None,Agriculture,Lab Manager/Cultivation Supervisor,5,High School or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),,2024-07-31,Company/Institution does not have annual yearly raise,50% match up to 10% contribution ,"Medical, Dental, Vision, FSA, HSA, 401k Retirement Savings, Voluntary Life and AD&D, Identity Theft, Long Term Care, and ROTH Retirement Savings",50-200,Public,99000.0,0,,,None,"12 Federal Paid Holidays, plus 4 weeks PTO (PTO increases as years of service increase ex. 0-2yr, 2.1-4yr...)",9900,Biotech Equipment,Research Associate III,5,Masters or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),Manage 5-10 (direct and indirect) senior and junior scientists,2024-07-31,5%,NA,,1-50,Start-up,178000.0,10000,,,None,"2023 and 2024 have been difficult because of the market (many layoffs) but fortunately, I'm still around",20000,Contract Research Organization,Director,4,PhD or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
AstraZeneca,N/A (no overtime/salaried),,2024-07-31,4,2% company match into pension plan or registered retirement plan ,,1000-5000,Public,120000.0,0,,,None,"Getting worse in R&D unless company can figure out how to outsource lower priority work or increase R&D spend effectively. Entering into the profiteering era, remains to be seen if existing good culture can be sustained.",16000,Big Pharmaceuticals,CRA,5,Bachelors or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Miltenyi Biotec,1.5x,,2024-08-02,2-5%,75-100% 401K match,,,Private,75000.0,0,,,None,,7500,Contract Manufacturing Organization,QC Analyst 1,1,Bachelors or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),,2024-08-02,Have not been long enough to have an annual yearly raise,5% 401k match,,1000-5000,Public,150000.0,0,,,None,,35000,Big Pharmaceuticals,Sr Clinical Scientist,1,"High School or Equivalent, Bachelors or Equivalent, PharmD or Equivalent","","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),Chemist I - Conduct R&D testing for applications to generate data for our sales team.,2024-08-02,Have not been long enough to have an annual yearly raise,401k match 3%,,1-50,Start-up,60000.0,0,,,None,,10%,Chemical,Chemist I,2,"High School or Equivalent, Associate’s Degree or Equivalent, Bachelors or Equivalent","","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),"Oversee the lifecycle of CMC, pre-clinical, to clinical lead-up of clinical candidates. Direct PM and QA.",2024-08-02,8%,401K match,"HSA contributions, eight options for single and family plans covering a broad range of deductibles, etc.",50-200,Start-up,150000.0,0,,,"PMP, RAC",,35000,Big Pharmaceuticals,Associate Director,10,Masters or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),"Postdoc - immunology research, flow cytometry, animal research, NGS",2024-08-02,Have not been long enough to have an annual yearly raise,Not sure,,,Subsidiary,60000.0,0,,,None,,Not Applicable/None,Academia/Research/Institution,Postdoctoral Fellow,0,PhD or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),,2024-08-02,Company/Institution does not have annual yearly raise,None,HSA,1-50,Start-up,240000.0,30000,,,None,,84000,Big Pharmaceuticals,VP,16,PhD or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),,2024-08-03,4,Betriebliche Altersversorgung (bAV),N/A - standard German public healthcare ,50-200,Private,70000.0,0,,,None,,Not Applicable/None,Contract Research Organization,Scientist ,7,"High School or Equivalent, Associate’s Degree or Equivalent, Bachelors or Equivalent, Masters or Equivalent, PhD or Equivalent","","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),Manage QC lab doing routine release testing,2024-08-03,10%,401k match,,50-200,Public,155000.0,0,,,None,,25000,Big Pharmaceuticals,QC Manager,8,"High School or Equivalent, Bachelors or Equivalent, Masters or Equivalent","","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),,2024-08-03,Have not been long enough to have an annual yearly raise," 401k match %,   4",all,200-1000,Public,225000.0,17000,,,None,,25%,Big Pharmaceuticals,Director,10,PhD or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
